geneid	geneidv1	geneidv2	geneidv3	geneidv4	geneidv5
NCU00333	NCU00333.1	NCU00333.2	NCU00333.3	NCU00333.4	NCU00333.5
NCU00334	NCU00334.1	NCU00334.2	NCU00334.3	NCU00334.4	NCU00334.5
NCU00335	NCU00335.1	NCU00335.2	NCU00335.3	NCU00335.4	NCU00335.5
NCU00336	NCU00336.1	NCU00336.2	NCU00336.3	NCU00336.4	NCU00336.5
NCU00337	NCU00337.1	NCU00337.2	NCU00337.3	NCU00337.4	NCU00337.5
NCU00338	NCU00338.1	NCU00338.2	NCU00338.3	NCU00338.4	NCU00338.5
NCU00339	NCU00339.1	NCU00339.2	NCU00339.3	NCU00339.4	NCU00339.5
NCU00340	NCU00340.1	NCU00340.2	NCU00340.3	NCU00340.4	NCU00340.5
NCU00343	NCU00343.1	NCU00343.2	NCU00343.3	NCU00343.4	NCU00343.5
NCU00344	NCU00344.1	NCU00344.2	NCU00344.3	NCU00344.4	NCU00344.5
NCU00345	NCU00345.1	NCU00345.2	NCU00345.3	NCU00345.4	NCU00345.5
NCU00346	NCU00346.1	NCU00346.2	NCU00346.3	NCU00346.4	NCU00346.5
NCU00347	NCU00347.1	NCU00347.2	NCU00347.3	NCU00347.4	NCU00347.5
NCU00348	NCU00348.1	NCU00348.2	NCU00348.3	NCU00348.4	NCU00348.5
NCU00349	NCU00349.1	NCU00349.2	NCU00349.3	NCU00349.4	NCU00349.5
NCU00350	NCU00350.1	NCU00350.2	NCU00350.3	NCU00350.4	NCU00350.5
NCU00351	NCU00351.1	NCU00351.2	NCU00351.3	NCU00351.4	NCU00351.5
NCU00352	NCU00352.1	NCU00352.2	NCU00352.3	NCU00352.4	NCU00352.5
NCU00353	NCU00353.1	NCU00353.2	NCU00353.3	NCU00353.4	NCU00353.5
NCU00354	NCU00354.1	NCU00354.2	NCU00354.3	NCU00354.4	NCU00354.5
NCU00355	NCU00355.1	NCU00355.2	NCU00355.3	NCU00355.4	NCU00355.5
NCU00356	NCU00356.1	NCU00356.2	NCU00356.3	NCU00356.4	NCU00356.5
NCU00357	NCU00357.1	NCU00357.2	NCU00357.3	NCU00357.4	NCU00357.5
NCU00358	NCU00358.1	NCU00358.2	NCU00358.3	NCU00358.4	NCU00358.5
NCU00359	NCU00359.1	NCU00359.2	NCU00359.3	NCU00359.4	NCU00359.5
NCU00360	NCU00360.1	NCU00360.2	NCU00360.3	NCU00360.4	NCU00360.5
NCU00361	NCU00361.1	NCU00361.2	NCU00361.3	NCU00361.4	NCU00361.5
NCU00362	NCU00362.1	NCU00362.2	NCU00362.3	NCU00362.4	NCU00362.5
NCU00363	NCU00363.1	NCU00363.2	NCU00363.3	NCU00363.4	NCU00363.5
NCU00364	NCU00364.1	NCU00364.2	NCU00364.3	NCU00364.4	NCU00364.5
NCU00365	NCU00365.1	NCU00365.2	NCU00365.3	NCU00365.4	NCU00365.5
NCU00366	NCU00366.1	NCU00366.2	NCU00366.3	NCU00366.4	NCU00366.5
NCU00367	NCU00367.1	NCU00367.2	NCU00367.3	NCU00367.4	NCU00367.5
NCU00368	NCU00368.1	NCU00368.2	NCU00368.3	NCU00368.4	NCU00368.5
NCU00369	NCU00369.1	NCU00369.2	NCU00369.3	NCU00369.4	NCU00369.5
NCU00370	NCU00370.1	NCU00370.2	NCU00370.3	NCU00370.4	NCU00370.5
NCU00371	NCU00371.1	NA	NA	NCU00371.4	NCU00371.5
NCU00372	NCU00372.1	NCU00372.2	NCU00372.3	NCU00372.4	NCU00372.5
NCU00373	NCU00373.1	NCU00373.2	NCU00373.3	NCU00373.4	NCU00373.5
NCU00375	NCU00375.1	NCU00375.2	NCU00375.3	NCU00375.4	NCU00375.5
NCU00376	NCU00376.1	NCU00376.2	NCU00376.3	NCU00376.4	NCU00376.5
NCU00377	NCU00377.1	NCU00377.2	NCU00377.3	NCU00377.4	NCU00377.5
NCU00378	NCU00378.1	NCU00378.2	NCU00378.3	NCU00378.4	NCU00378.5
NCU00379	NCU00379.1	NCU00379.2	NCU00379.3	NCU00379.4	NCU00379.5
NCU00380	NCU00380.1	NCU00380.2	NCU00380.3	NCU00380.4	NCU00380.5
NCU00382	NCU00382.1	NCU00382.2	NCU00382.3	NCU00382.4	NCU00382.5
NCU00384	NCU00384.1	NCU00384.2	NCU00384.3	NCU00384.4	NCU00384.5
NCU00385	NCU00385.1	NCU00385.2	NCU00385.3	NCU00385.4	NCU00385.5
NCU00386	NCU00386.1	NCU00386.2	NCU00386.3	NCU00386.4	NCU00386.5
NCU00387	NCU00387.1	NCU00387.2	NCU00387.3	NCU00387.4	NCU00387.5
NCU00388	NCU00388.1	NCU00388.2	NCU00388.3	NCU00388.4	NCU00388.5
NCU00389	NCU00389.1	NCU00389.2	NCU00389.3	NCU00389.4	NCU00389.5
NCU00391	NCU00391.1	NCU00391.2	NCU00391.3	NCU00391.4	NCU00391.5
NCU00392	NCU00392.1	NCU00392.2	NCU00392.3	NCU00392.4	NCU00392.5
NCU00395	NCU00395.1	NCU00395.2	NCU00395.3	NCU00395.4	NCU00395.5
NCU00396	NCU00396.1	NCU00396.2	NCU00396.3	NCU00396.4	NCU00396.5
NCU00397	NCU00397.1	NCU00397.2	NCU00397.3	NCU00397.4	NCU00397.5
NCU00398	NCU00398.1	NCU00398.2	NCU00398.3	NCU00398.4	NCU00398.5
NCU00399	NCU00399.1	NCU00399.2	NCU00399.3	NCU00399.4	NCU00399.5
NCU00400	NCU00400.1	NCU00400.2	NCU00400.3	NCU00400.4	NCU00400.5
NCU00401	NCU00401.1	NCU00401.2	NCU00401.3	NCU00401.4	NCU00401.5
NCU00403	NCU00403.1	NCU00403.2	NCU00403.3	NCU00403.4	NCU00403.5
NCU00404	NCU00404.1	NCU00404.2	NCU00404.3	NCU00404.4	NCU00404.5
NCU00405	NCU00405.1	NCU00405.2	NCU00405.3	NCU00405.4	NCU00405.5
NCU00406	NCU00406.1	NCU00406.2	NCU00406.3	NCU00406.4	NCU00406.5
NCU00407	NCU00407.1	NCU00407.2	NCU00407.3	NCU00407.4	NCU00407.5
NCU00408	NCU00408.1	NCU00408.2	NCU00408.3	NCU00408.4	NCU00408.5
NCU00409	NCU00409.1	NCU00409.2	NCU00409.3	NCU00409.4	NCU00409.5
NCU00410	NCU00410.1	NCU00410.2	NCU00410.3	NCU00410.4	NCU00410.5
NCU00411	NCU00411.1	NCU00411.2	NCU00411.3	NCU00411.4	NCU00411.5
NCU00412	NCU00412.1	NCU00412.2	NCU00412.3	NCU00412.4	NCU00412.5
NCU00413	NCU00413.1	NCU00413.2	NCU00413.3	NCU00413.4	NCU00413.5
NCU00414	NCU00414.1	NCU00414.2	NCU00414.3	NCU00414.4	NCU00414.5
NCU00415	NCU00415.1	NCU00415.2	NCU00415.3	NCU00415.4	NCU00415.5
NCU00416	NCU00416.1	NCU00416.2	NCU00416.3	NCU00416.4	NCU00416.5
NCU00417	NCU00417.1	NCU00417.2	NCU00417.3	NCU00417.4	NCU00417.5
NCU00418	NCU00418.1	NCU00418.2	NCU00418.3	NCU00418.4	NCU00418.5
NCU00419	NCU00419.1	NCU00419.2	NCU00419.3	NCU00419.4	NCU00419.5
NCU00420	NCU00420.1	NCU00420.2	NCU00420.3	NCU00420.4	NCU00420.5
NCU00421	NCU00421.1	NCU00421.2	NCU00421.3	NCU00421.4	NCU00421.5
NCU00422	NCU00422.1	NCU00422.2	NCU00422.3	NCU00422.4	NCU00422.5
NCU00423	NCU00423.1	NCU00423.2	NCU00423.3	NCU00423.4	NCU00423.5
NCU00424	NCU00424.1	NCU00424.2	NCU00424.3	NCU00424.4	NCU00424.5
NCU00425	NCU00425.1	NCU00425.2	NCU00425.3	NCU00425.4	NCU00425.5
NCU00426	NCU00426.1	NCU00426.2	NCU00426.3	NCU00426.4	NCU00426.5
NCU00427	NCU00427.1	NCU00427.2	NCU00427.3	NCU00427.4	NCU00427.5
NCU00428	NCU00428.1	NCU00428.2	NCU00428.3	NCU00428.4	NCU00428.5
NCU00430	NCU00430.1	NCU00430.2	NCU00430.3	NCU00430.4	NCU00430.5
NCU00431	NCU00431.1	NCU00431.2	NCU00431.3	NCU00431.4	NCU00431.5
NCU00432	NCU00432.1	NCU00432.2	NCU00432.3	NCU00432.4	NCU00432.5
NCU00434	NCU00434.1	NCU00434.2	NCU00434.3	NCU00434.4	NCU00434.5
NCU00435	NCU00435.1	NCU00435.2	NCU00435.3	NCU00435.4	NCU00435.5
NCU00436	NCU00436.1	NCU00436.2	NCU00436.3	NCU00436.4	NCU00436.5
NCU00437	NCU00437.1	NCU00437.2	NCU00437.3	NCU00437.4	NCU00437.5
NCU00438	NCU00438.1	NCU00438.2	NCU00438.3	NCU00438.4	NCU00438.5
NCU00439	NCU00439.1	NCU00439.2	NCU00439.3	NCU00439.4	NCU00439.5
NCU00440	NCU00440.1	NCU00440.2	NCU00440.3	NCU00440.4	NCU00440.5
NCU00441	NCU00441.1	NCU00441.2	NCU00441.3	NCU00441.4	NCU00441.5
NCU00442	NCU00442.1	NCU00442.2	NCU00442.3	NCU00442.4	NCU00442.5
NCU00443	NCU00443.1	NCU00443.2	NCU00443.3	NCU00443.4	NCU00443.5
NCU00444	NCU00444.1	NCU00444.2	NCU00444.3	NCU00444.4	NCU00444.5
NCU00445	NCU00445.1	NCU00445.2	NCU00445.3	NCU00445.4	NCU00445.5
NCU00446	NCU00446.1	NCU00446.2	NCU00446.3	NCU00446.4	NCU00446.5
NCU00447	NCU00447.1	NCU00447.2	NCU00447.3	NCU00447.4	NCU00447.5
NCU00448	NCU00448.1	NCU00448.2	NCU00448.3	NCU00448.4	NCU00448.5
NCU00449	NCU00449.1	NCU00449.2	NCU00449.3	NCU00449.4	NCU00449.5
NCU00450	NCU00450.1	NCU00450.2	NCU00450.3	NCU00450.4	NCU00450.5
NCU00451	NCU00451.1	NCU00451.2	NCU00451.3	NCU00451.4	NCU00451.5
NCU00453	NCU00453.1	NCU00453.2	NCU00453.3	NCU00453.4	NCU00453.5
NCU00454	NCU00454.1	NCU00454.2	NCU00454.3	NCU00454.4	NCU00454.5
NCU00455	NCU00455.1	NCU00455.2	NCU00455.3	NCU00455.4	NCU00455.5
NCU00456	NCU00456.1	NCU00456.2	NCU00456.3	NCU00456.4	NCU00456.5
NCU00457	NCU00457.1	NCU00457.2	NCU00457.3	NCU11884.4	NCU00457.5
NCU00458	NCU00458.1	NCU00458.2	NCU00458.3	NCU00458.4	NCU00458.5
NCU00459	NCU00459.1	NCU00459.2	NCU00459.3	NCU00459.4	NCU00459.5
NCU00461	NCU00461.1	NCU00461.2	NCU00461.3	NCU00461.4	NCU00461.5
NCU00462	NCU00462.1	NCU00462.2	NCU00462.3	NCU00462.4	NCU00462.5
NCU00463	NCU00463.1	NCU00463.2	NCU00463.3	NCU00463.4	NCU00463.5
NCU00464	NCU00464.1	NCU00464.2	NCU00464.3	NCU00464.4	NCU00464.5
NCU00465	NCU00465.1	NCU00465.2	NCU00465.3	NCU00465.4	NCU00465.5
NCU00466	NCU00466.1	NCU00466.2	NCU00466.3	NCU00466.4	NCU00466.5
NCU00467	NCU00467.1	NCU00467.2	NCU00467.3	NCU00467.4	NCU00467.5
NCU00468	NCU00468.1	NCU00468.2	NCU00468.3	NCU00468.4	NCU00468.5
NCU00469	NCU00469.1	NCU00469.2	NCU00469.3	NCU00469.4	NCU00469.5
NCU00470	NCU00470.1	NCU00470.2	NCU00470.3	NCU00470.4	NCU00470.5
NCU00471	NCU00471.1	NCU00471.2	NCU00471.3	NCU00471.4	NCU00471.5
NCU00472	NCU00472.1	NCU00472.2	NCU00472.3	NCU00472.4	NCU00472.5
NCU00473	NCU00473.1	NCU00473.2	NCU00473.3	NCU00473.4	NCU00473.5
NCU00474	NCU00474.1	NCU00474.2	NCU11184.3	NCU11885.4	NCU00474.5
NCU00474	NCU00474.1	NCU00474.2	NCU00474.3	NCU11885.4	NCU00474.5
NCU00475	NCU00475.1	NCU00475.2	NCU00475.3	NCU00475.4	NCU00475.5
NCU00476	NCU00476.1	NCU00476.2	NCU00476.3	NCU00476.4	NCU00476.5
NCU00477	NCU00477.1	NCU00477.2	NCU00477.3	NCU00477.4	NCU00477.5
NCU00478	NCU00478.1	NCU00478.2	NCU00478.3	NCU00478.4	NCU00478.5
NCU00480	NCU00480.1	NCU00480.2	NCU00480.3	NCU00480.4	NCU00480.5
NCU00481	NCU00481.1	NCU00481.2	NCU00481.3	NCU00481.4	NCU00481.5
NCU00483	NCU00483.1	NCU00483.2	NCU00483.3	NCU00483.4	NCU00483.5
NCU00484	NCU00484.1	NCU00484.2	NCU00484.3	NCU00484.4	NCU00484.5
NCU00485	NCU00485.1	NCU00485.2	NCU00485.3	NCU00485.4	NCU00485.5
NCU00486	NCU00486.1	NCU00486.2	NCU00486.3	NCU00486.4	NCU00486.5
NCU00487	NCU00487.1	NCU00487.2	NCU00487.3	NCU00487.4	NCU00487.5
NCU00488	NCU00488.1	NCU00488.2	NCU00488.3	NCU00488.4	NCU00488.5
NCU00489	NCU00489.1	NCU00489.2	NCU00489.3	NCU00489.4	NCU00489.5
NCU00490	NCU00490.1	NCU00490.2	NCU00490.3	NCU00490.4	NCU00490.5
NCU00491	NCU00491.1	NCU00491.2	NCU00491.3	NCU00491.4	NCU00491.5
NCU00492	NCU00492.1	NCU00492.2	NCU00492.3	NCU00492.4	NCU00492.5
NCU00493	NCU00493.1	NCU00493.2	NCU00493.3	NCU00493.4	NCU00493.5
NCU00494	NCU00494.1	NCU00494.2	NCU00494.3	NCU00494.4	NCU00494.5
NCU00495	NCU00495.1	NCU00495.2	NCU00495.3	NCU00495.4	NCU00495.5
NCU00496	NCU00496.1	NCU00496.2	NCU00496.3	NCU00496.4	NCU00496.5
NCU00497	NCU00497.1	NCU00497.2	NCU00497.3	NCU00497.4	NCU00497.5
NCU00498	NCU00498.1	NCU00498.2	NCU00498.3	NCU00498.4	NCU00498.5
NCU00499	NCU00499.1	NCU00499.2	NCU00499.3	NCU11562.4	NCU00499.5
NCU00500	NCU00500.1	NCU00500.2	NCU00500.3	NCU00500.4	NCU00500.5
NCU00501	NCU00501.1	NCU00501.2	NCU00501.3	NCU00501.4	NCU00501.5
NCU00502	NCU00502.1	NCU00502.2	NCU00502.3	NCU00502.4	NCU00502.5
NCU00503	NCU00503.1	NCU00503.2	NCU00503.3	NCU00503.4	NCU00503.5
NCU00504	NCU00504.1	NCU00504.2	NCU00504.3	NCU00504.4	NCU00504.5
NCU00505	NCU00505.1	NCU00505.2	NCU00505.3	NCU00505.4	NCU00505.5
NCU00506	NCU00506.1	NCU00506.2	NCU00506.3	NCU00506.4	NCU00506.5
NCU00509	NCU00509.1	NCU00509.2	NCU00509.3	NCU00509.4	NCU00509.5
NCU00510	NCU00510.1	NCU00510.2	NCU00510.3	NCU00510.4	NCU00510.5
NCU00512	NCU00512.1	NCU00512.2	NCU00512.3	NCU00512.4	NCU00512.5
NCU00513	NCU00513.1	NCU00513.2	NCU00513.3	NCU00513.4	NCU00513.5
NCU00515	NCU00515.1	NCU00515.2	NCU00515.3	NCU00515.4	NCU00515.5
NCU00516	NA	NA	NA	NCU00516.4	NCU00516.5
NCU00517	NCU00517.1	NCU00517.2	NCU00517.3	NCU00517.4	NCU00517.5
NCU00518	NCU00518.1	NCU00518.2	NCU00518.3	NCU00518.4	NCU00518.5
NCU00519	NCU00519.1	NCU00519.2	NCU00519.3	NCU00519.4	NCU00519.5
NCU00520	NCU00520.1	NCU00520.2	NCU00520.3	NCU00520.4	NCU00520.5
NCU00521	NCU00521.1	NCU00521.2	NCU00521.3	NCU00521.4	NCU00521.5
NCU00522	NCU00522.1	NCU00522.2	NCU00522.3	NCU00522.4	NCU00522.5
NCU00523	NCU00523.1	NCU00523.2	NCU00523.3	NCU00523.4	NCU00523.5
NCU00524	NCU00524.1	NCU00524.2	NCU00524.3	NCU00524.4	NCU00524.5
NCU00525	NCU00525.1	NCU00525.2	NCU00525.3	NCU00525.4	NCU00525.5
NCU00526	NCU00526.1	NCU00526.2	NCU00526.3	NCU00526.4	NCU00526.5
NCU00527	NCU00527.1	NCU00527.2	NCU00527.3	NCU00527.4	NCU00527.5
NCU00528	NCU00528.1	NCU00528.2	NCU00528.3	NCU00528.4	NCU00528.5
NCU00529	NCU00529.1	NCU00529.2	NCU00529.3	NCU00529.4	NCU00529.5
NCU00530	NCU00530.1	NCU00530.2	NCU00530.3	NCU00530.4	NCU00530.5
NCU00531	NCU00531.1	NCU00531.2	NCU00531.3	NCU00531.4	NCU00531.5
NCU00532	NCU00532.1	NCU00532.2	NCU00532.3	NCU00532.4	NCU00532.5
NCU00533	NCU00533.1	NCU00533.2	NCU00533.3	NCU00533.4	NCU00533.5
NCU00534	NCU00534.1	NCU00534.2	NCU00534.3	NCU00534.4	NCU00534.5
NCU00535	NCU00535.1	NCU00535.2	NCU00535.3	NCU00535.4	NCU00535.5
NCU00536	NCU00536.1	NCU00536.2	NCU00536.3	NCU00536.4	NCU00536.5
NCU00537	NCU00537.1	NCU00537.2	NCU00537.3	NCU00537.4	NCU00537.5
NCU00538	NCU00538.1	NCU00538.2	NCU00538.3	NCU00538.4	NCU00538.5
NCU00541	NCU00541.1	NCU00541.2	NCU00541.3	NCU00541.4	NCU00541.5
NCU00542	NCU00542.1	NCU00542.2	NCU00542.3	NCU00542.4	NCU00542.5
NCU00545	NCU00545.1	NCU00545.2	NCU00545.3	NCU00545.4	NCU00545.5
NCU00547	NCU00547.1	NCU00547.2	NCU00547.3	NCU00547.4	NCU00547.5
NCU00548	NCU00548.1	NCU00548.2	NCU00548.3	NCU00548.4	NCU00548.5
NCU00549	NCU00549.1	NCU00549.2	NCU00549.3	NCU00549.4	NCU00549.5
NCU00550	NCU00550.1	NCU00550.2	NCU00550.3	NCU00550.4	NCU00550.5
NCU00551	NCU00551.1	NCU00551.2	NCU00551.3	NCU00551.4	NCU00551.5
NCU00552	NCU00552.1	NCU00552.2	NCU00552.3	NCU00552.4	NCU00552.5
NCU00553	NCU00553.1	NCU00553.2	NCU00553.3	NCU00553.4	NCU00553.5
NCU00554	NCU00554.1	NCU00554.2	NCU00554.3	NCU00554.4	NCU00554.5
NCU00556	NCU00556.1	NCU00556.2	NCU00556.3	NCU11556.4	NCU00556.5
NCU00557	NCU00557.1	NCU00557.2	NCU00557.3	NCU00557.4	NCU00557.5
NCU00558	NCU00558.1	NCU00558.2	NCU00558.3	NCU00558.4	NCU00558.5
NCU00559	NCU00559.1	NCU00559.2	NCU00559.3	NCU00559.4	NCU00559.5
NCU00560	NCU00560.1	NCU00560.2	NCU00560.3	NCU00560.4	NCU00560.5
NCU00561	NCU00561.1	NCU00561.2	NCU00561.3	NCU00561.4	NCU00561.5
NCU00562	NCU00562.1	NCU00562.2	NCU00562.3	NCU00562.4	NCU00562.5
NCU00563	NCU00563.1	NCU00563.2	NCU00563.3	NCU00563.4	NCU00563.5
NCU00564	NCU00564.1	NCU00564.2	NCU00564.3	NCU00564.4	NCU00564.5
NCU00565	NCU00565.1	NCU00565.2	NCU00565.3	NCU00565.4	NCU00565.5
NCU00566	NCU00566.1	NCU00566.2	NCU00566.3	NCU00566.4	NCU00566.5
NCU00567	NCU00567.1	NCU00567.2	NCU00567.3	NCU00567.4	NCU00567.5
NCU00568	NCU00568.1	NCU00568.2	NCU00568.3	NCU00568.4	NCU00568.5
NCU00569	NCU00569.1	NCU00569.2	NCU00569.3	NCU00569.4	NCU00569.5
NCU00570	NCU00570.1	NCU00570.2	NCU00570.3	NCU00570.4	NCU00570.5
NCU00571	NCU00571.1	NCU00571.2	NCU00571.3	NCU00571.4	NCU00571.5
NCU00572	NCU00572.1	NCU00572.2	NCU00572.3	NCU00572.4	NCU00572.5
NCU00573	NCU00573.1	NCU00573.2	NCU00573.3	NCU00573.4	NCU00573.5
NCU00574	NCU00574.1	NCU00574.2	NCU00574.3	NCU00574.4	NCU00574.5
NCU00575	NCU00575.1	NCU00575.2	NCU00575.3	NCU00575.4	NCU00575.5
NCU00576	NCU00576.1	NCU00576.2	NCU00576.3	NCU00576.4	NCU00576.5
NCU00577	NCU00577.1	NCU00577.2	NCU00577.3	NCU00577.4	NCU00577.5
NCU00578	NCU00578.1	NCU00578.2	NCU00578.3	NCU00578.4	NCU00578.5
NCU00579	NCU00579.1	NCU00579.2	NCU00579.3	NCU00579.4	NCU00579.5
NCU00580	NCU00580.1	NCU00580.2	NCU00580.3	NCU00580.4	NCU00580.5
NCU00581	NCU00581.1	NCU00581.2	NCU00581.3	NCU00581.4	NCU00581.5
NCU00582	NCU00582.1	NCU00582.2	NCU00582.3	NCU00582.4	NCU00582.5
NCU00583	NCU00583.1	NCU00583.2	NCU00583.3	NCU00583.4	NCU00583.5
NCU00584	NCU00584.1	NCU00584.2	NCU00584.3	NCU00584.4	NCU00584.5
NCU00585	NCU00585.1	NCU00585.2	NCU00585.3	NCU00585.4	NCU00585.5
NCU00586	NCU00586.1	NCU00586.2	NCU00586.3	NCU00586.4	NCU00586.5
NCU00587	NCU00587.1	NCU00587.2	NCU00587.3	NCU00587.4	NCU00587.5
NCU00589	NCU00589.1	NCU00589.2	NCU00589.3	NCU00589.4	NCU00589.5
NCU00590	NCU00590.1	NCU00590.2	NCU00590.3	NCU00590.4	NCU00590.5
NCU00591	NCU00591.1	NCU00591.2	NCU00591.3	NCU00591.4	NCU00591.5
NCU00592	NCU00592.1	NCU00592.2	NCU00592.3	NCU00592.4	NCU00592.5
NCU00593	NCU00593.1	NCU00593.2	NCU00593.3	NCU00593.4	NCU00593.5
NCU00594	NCU00594.1	NCU00594.2	NCU00594.3	NCU00594.4	NCU00594.5
NCU00595	NCU00595.1	NCU00595.2	NCU00595.3	NCU00595.4	NCU00595.5
NCU00596	NCU00596.1	NCU00596.2	NCU00596.3	NCU00596.4	NCU00596.5
NCU00597	NCU00597.1	NCU00597.2	NCU00597.3	NCU00597.4	NCU00597.5
NCU00598	NCU00598.1	NCU00598.2	NCU00598.3	NCU00598.4	NCU00598.5
NCU00599	NCU00599.1	NCU00599.2	NCU00599.3	NCU00599.4	NCU00599.5
NCU00600	NCU00600.1	NCU00600.2	NCU00600.3	NCU00600.4	NCU00600.5
NCU00602	NCU00602.1	NCU00602.2	NCU00602.3	NCU00602.4	NCU00602.5
NCU00603	NCU00603.1	NCU00603.2	NCU00603.3	NCU00603.4	NCU00603.5
NCU00604	NCU00604.1	NCU00604.2	NCU00604.3	NCU00604.4	NCU00604.5
NCU00605	NCU00605.1	NCU00605.2	NCU00605.3	NCU00605.4	NCU00605.5
NCU00606	NCU00606.1	NCU00606.2	NCU00606.3	NCU00606.4	NCU00606.5
NCU00607	NCU00607.1	NCU00607.2	NCU00607.3	NCU00607.4	NCU00607.5
NCU00608	NCU00608.1	NCU00608.2	NCU00608.3	NCU00608.4	NCU00608.5
NCU00609	NCU00609.1	NCU00609.2	NCU00609.3	NCU00609.4	NCU00609.5
NCU00611	NCU00611.1	NCU00611.2	NCU00611.3	NCU00611.4	NCU00611.5
NCU00614	NCU00614.1	NCU00614.2	NCU00614.3	NCU00614.4	NCU00614.5
NCU00616	NCU00616.1	NCU11065.2	NCU11065.3	NCU11065.4	NCU00616.5
NCU00617	NCU00617.1	NCU00617.2	NCU00617.3	NCU00617.4	NCU00617.5
NCU00618	NCU00618.1	NCU00618.2	NCU00618.3	NCU00618.4	NCU00618.5
NCU00619	NCU00619.1	NCU00619.2	NCU00619.3	NCU00619.4	NCU00619.5
NCU00620	NCU00620.1	NCU00620.2	NCU00620.3	NCU00620.4	NCU00620.5
NCU00621	NCU00621.1	NCU00621.2	NCU00621.3	NCU00621.4	NCU00621.5
NCU00622	NCU00622.1	NCU00622.2	NCU00622.3	NCU00622.4	NCU00622.5
NCU00623	NCU00623.1	NCU00623.2	NCU00623.3	NCU00623.4	NCU00623.5
NCU00624	NCU00624.1	NCU00624.2	NCU00624.3	NCU00624.4	NCU00624.5
NCU00627	NCU00627.1	NCU00627.2	NCU00627.3	NCU11551.4	NCU00627.5
NCU00628	NCU00628.1	NCU00628.2	NCU00628.3	NCU00628.4	NCU00628.5
NCU00629	NCU00629.1	NCU00629.2	NCU00629.3	NCU00629.4	NCU00629.5
NCU00630	NCU00630.1	NCU00630.2	NCU00630.3	NCU00630.4	NCU00630.5
NCU00631	NCU00631.1	NCU00631.2	NCU00631.3	NCU00631.4	NCU00631.5
NCU00632	NCU00632.1	NCU00632.2	NCU00632.3	NCU00632.4	NCU00632.5
NCU00633	NCU00633.1	NCU00633.2	NCU00633.3	NCU00633.4	NCU00633.5
NCU00634	NCU00634.1	NCU00634.2	NCU00634.3	NCU00634.4	NCU00634.5
NCU00635	NCU00635.1	NCU00635.2	NCU00635.3	NCU00635.4	NCU00635.5
NCU00636	NCU00636.1	NCU00636.2	NCU00636.3	NCU00636.4	NCU00636.5
NCU00638	NCU00638.1	NCU00638.2	NCU00638.3	NCU00638.4	NCU00638.5
NCU00640	NCU00640.1	NCU00640.2	NCU00640.3	NCU00640.4	NCU00640.5
NCU00641	NCU00641.1	NCU00641.2	NCU00641.3	NCU00641.4	NCU00641.5
NCU00642	NCU00642.1	NCU00642.2	NCU00642.3	NCU00642.4	NCU00642.5
NCU00643	NCU00643.1	NCU00643.2	NCU00643.3	NCU00643.4	NCU00643.5
NCU00644	NCU00644.1	NCU00644.2	NCU00644.3	NCU00644.4	NCU00644.5
NCU00645	NCU00645.1	NCU00645.2	NCU00645.3	NCU00645.4	NCU00645.5
NCU00646	NCU00646.1	NA	NA	NCU11549.4	NCU00646.5
NCU00648	NCU00648.1	NCU00648.2	NCU00648.3	NCU00648.4	NCU00648.5
NCU00649	NCU00649.1	NCU00649.2	NCU00649.3	NCU00649.4	NCU00649.5
NCU00650	NCU00650.1	NCU00650.2	NCU00650.3	NCU00650.4	NCU00650.5
NCU00651	NCU00651.1	NCU00651.2	NCU00651.3	NCU00651.4	NCU00651.5
NCU00652	NCU00652.1	NCU00652.2	NCU00652.3	NCU00652.4	NCU00652.5
NCU00653	NCU00653.1	NCU00653.2	NCU00653.3	NCU00653.4	NCU00653.5
NCU00654	NCU00654.1	NCU00654.2	NCU00654.3	NCU00654.4	NCU00654.5
NCU00655	NCU00655.1	NCU00655.2	NCU00655.3	NCU00655.4	NCU00655.5
NCU00656	NCU00656.1	NCU00656.2	NCU00656.3	NCU00656.4	NCU00656.5
NCU00657	NCU00657.1	NCU00657.2	NCU00657.3	NCU00657.4	NCU00657.5
NCU00658	NCU00658.1	NCU00658.2	NCU00658.3	NCU00658.4	NCU00658.5
NCU00659	NCU00659.1	NCU00659.2	NCU00659.3	NCU00659.4	NCU00659.5
NCU00660	NCU00660.1	NCU00660.2	NCU00660.3	NCU00660.4	NCU00660.5
NCU00662	NCU00662.1	NCU00662.2	NCU00662.3	NCU00662.4	NCU00662.5
NCU00663	NCU00663.1	NCU00663.2	NCU00663.3	NCU00663.4	NCU00663.5
NCU00664	NCU00664.1	NCU00664.2	NCU00664.3	NCU00664.4	NCU00664.5
NCU00665	NCU00665.1	NCU00665.2	NCU00665.3	NCU00665.4	NCU00665.5
NCU00666	NCU00666.1	NCU00666.2	NCU00666.3	NCU00666.4	NCU00666.5
NCU00667	NCU00667.1	NCU00667.2	NCU00667.3	NCU00667.4	NCU00667.5
NCU00668	NCU00668.1	NCU00668.2	NCU00668.3	NCU00668.4	NCU00668.5
NCU00669	NCU00669.1	NCU00669.2	NCU00669.3	NCU00669.4	NCU00669.5
NCU00670	NCU00670.1	NCU00670.2	NCU00670.3	NCU00670.4	NCU00670.5
NCU00671	NCU00671.1	NCU00671.2	NCU00671.3	NCU00671.4	NCU00671.5
NCU00673	NCU00673.1	NCU00673.2	NCU00673.3	NCU00673.4	NCU00673.5
